SN,Date,Mean.Humidity,Mean.Sea.Level.PressureIn,Mean.VisibilityMiles,CloudCover,Normalized water pressure,Normalized visiblity,normalized cloudcover,normalized humidity,Sunny or not,Events,Normalized dew point
23598,3/9/2013,52,30.25,10,1,0.725714286,1,0.125,0.4,Sunny,Sunny,0.397727273
23600,3/11/2013,82,30.22,10,7,0.708571429,1,0.875,0.8,Sunny,Sunny,0.590909091
23602,3/13/2013,53,29.86,10,3,0.502857143,1,0.375,0.413333333,Sunny,Sunny,0.454545455
23603,3/14/2013,37,29.91,10,4,0.531428571,1,0.5,0.2,Sunny,Sunny,0.238636364
23604,3/15/2013,43,29.88,10,6,0.514285714,1,0.75,0.28,Sunny,Sunny,0.329545455
23606,3/17/2013,59,30.13,10,6,0.657142857,1,0.75,0.493333333,Sunny,Sunny,0.318181818
23609,3/20/2013,44,29.86,10,3,0.502857143,1,0.375,0.293333333,Sunny,Sunny,0.329545455
23611,3/22/2013,44,29.81,10,5,0.474285714,1,0.625,0.293333333,Sunny,Sunny,0.295454545
23612,3/23/2013,45,29.88,10,3,0.514285714,1,0.375,0.306666667,Sunny,Sunny,0.329545455
23613,3/24/2013,48,29.85,10,5,0.497142857,1,0.625,0.346666667,Sunny,Sunny,0.363636364
23618,3/29/2013,42,30.11,10,4,0.645714286,1,0.5,0.266666667,Sunny,Sunny,0.420454545
23623,4/3/2013,28,30.17,10,1,0.68,1,0.125,0.08,Sunny,Sunny,0.215909091
23624,4/4/2013,53,30.28,10,5,0.742857143,1,0.625,0.413333333,Sunny,Sunny,0.363636364
23626,4/6/2013,46,30.24,10,1,0.72,1,0.125,0.32,Sunny,Sunny,0.329545455
23627,4/7/2013,71,30.19,10,5,0.691428571,1,0.625,0.653333333,Sunny,Sunny,0.545454545
23628,4/8/2013,66,30.04,10,5,0.605714286,1,0.625,0.586666667,Sunny,Sunny,0.613636364
23629,4/9/2013,54,29.96,10,5,0.56,1,0.625,0.426666667,Sunny,Sunny,0.613636364
23631,4/11/2013,81,29.95,8,8,0.554285714,0.777777778,1,0.786666667,Sunny,Sunny,0.681818182
23634,4/14/2013,59,30.08,10,6,0.628571429,1,0.75,0.493333333,Sunny,Sunny,0.5
23635,4/15/2013,61,30.34,10,6,0.777142857,1,0.75,0.52,Sunny,Sunny,0.477272727
23642,4/22/2013,56,30.6,10,5,0.925714286,1,0.625,0.453333333,Sunny,Sunny,0.477272727
23644,4/24/2013,81,29.98,7,4,0.571428571,0.666666667,0.5,0.786666667,Sunny,Sunny,0.625
23646,4/26/2013,54,30.36,10,2,0.788571429,1,0.25,0.426666667,Sunny,Sunny,0.534090909
23647,4/27/2013,45,30.38,10,2,0.8,1,0.25,0.306666667,Sunny,Sunny,0.5
23650,4/30/2013,52,30.29,10,5,0.748571429,1,0.625,0.4,Sunny,Sunny,0.545454545
23651,5/1/2013,47,30.44,10,1,0.834285714,1,0.125,0.333333333,Sunny,Sunny,0.556818182
23652,5/2/2013,66,30.43,10,1,0.828571429,1,0.125,0.586666667,Sunny,Sunny,0.613636364
23653,5/3/2013,58,30.43,10,3,0.828571429,1,0.375,0.48,Sunny,Sunny,0.590909091
23655,5/5/2013,68,30.28,10,2,0.742857143,1,0.25,0.613333333,Sunny,Sunny,0.590909091
23657,5/7/2013,74,30.15,10,5,0.668571429,1,0.625,0.693333333,Sunny,Sunny,0.727272727
23660,5/10/2013,73,29.97,10,5,0.565714286,1,0.625,0.68,Sunny,Sunny,0.761363636
23664,5/14/2013,48,30.1,10,2,0.64,1,0.25,0.346666667,Sunny,Sunny,0.488636364
23666,5/16/2013,61,29.78,10,5,0.457142857,1,0.625,0.52,Sunny,Sunny,0.704545455
23667,5/17/2013,46,30.06,10,5,0.617142857,1,0.625,0.32,Sunny,Sunny,0.579545455
23676,5/26/2013,43,30.05,10,4,0.611428571,1,0.5,0.28,Sunny,Sunny,0.511363636
23677,5/27/2013,49,30.2,10,2,0.697142857,1,0.25,0.36,Sunny,Sunny,0.590909091
23679,5/29/2013,81,30.09,8,7,0.634285714,0.777777778,0.875,0.786666667,Sunny,Sunny,0.806818182
23681,5/31/2013,73,30.09,10,3,0.634285714,1,0.375,0.68,Sunny,Sunny,0.863636364
23682,6/1/2013,79,29.99,10,2,0.577142857,1,0.25,0.76,Sunny,Sunny,0.852272727
23685,6/4/2013,47,30.01,10,4,0.588571429,1,0.5,0.333333333,Sunny,Sunny,0.613636364
23686,6/5/2013,60,30.17,10,5,0.68,1,0.625,0.506666667,Sunny,Sunny,0.625
23690,6/9/2013,67,30.14,10,4,0.662857143,1,0.5,0.6,Sunny,Sunny,0.806818182
23693,6/12/2013,56,29.79,10,3,0.462857143,1,0.375,0.453333333,Sunny,Sunny,0.727272727
23696,6/15/2013,52,29.96,10,2,0.56,1,0.25,0.4,Sunny,Sunny,0.738636364
23697,6/16/2013,71,29.9,10,6,0.525714286,1,0.75,0.653333333,Sunny,Sunny,0.829545455
23701,6/20/2013,66,30.26,10,1,0.731428571,1,0.125,0.586666667,Sunny,Sunny,0.761363636
23702,6/21/2013,65,30.29,10,3,0.748571429,1,0.375,0.573333333,Sunny,Sunny,0.761363636
23703,6/22/2013,74,30.24,10,5,0.72,1,0.625,0.693333333,Sunny,Sunny,0.806818182
23715,7/4/2013,82,30.24,9,4,0.72,0.888888889,0.5,0.8,Sunny,Sunny,0.954545455
23716,7/5/2013,79,30.18,10,1,0.685714286,1,0.125,0.76,Sunny,Sunny,0.954545455
23718,7/7/2013,72,30.02,10,5,0.594285714,1,0.625,0.666666667,Sunny,Sunny,0.954545455
23720,7/9/2013,71,30.05,10,5,0.611428571,1,0.625,0.653333333,Sunny,Sunny,0.920454545
23724,7/13/2013,85,30.22,8,7,0.708571429,0.777777778,0.875,0.84,Sunny,Sunny,0.954545455
23725,7/14/2013,77,30.3,9,5,0.754285714,0.888888889,0.625,0.733333333,Sunny,Sunny,0.954545455
23726,7/15/2013,64,30.2,10,4,0.697142857,1,0.5,0.56,Sunny,Sunny,0.943181818
23727,7/16/2013,55,30.16,10,3,0.674285714,1,0.375,0.44,Sunny,Sunny,0.875
23728,7/17/2013,58,30.14,10,2,0.662857143,1,0.25,0.48,Sunny,Sunny,0.909090909
23729,7/18/2013,60,30.02,10,3,0.594285714,1,0.375,0.506666667,Sunny,Sunny,0.954545455
23730,7/19/2013,71,29.9,8,3,0.525714286,0.777777778,0.375,0.653333333,Sunny,Sunny,1
23732,7/21/2013,64,29.92,10,6,0.537142857,1,0.75,0.56,Sunny,Sunny,0.886363636
23735,7/24/2013,64,29.74,10,5,0.434285714,1,0.625,0.56,Sunny,Sunny,0.852272727
23738,7/27/2013,71,30.04,10,4,0.605714286,1,0.5,0.653333333,Sunny,Sunny,0.886363636
23742,7/31/2013,62,30.12,10,5,0.651428571,1,0.625,0.533333333,Sunny,Sunny,0.795454545
23744,8/2/2013,70,29.87,10,5,0.508571429,1,0.625,0.64,Sunny,Sunny,0.863636364
23746,8/4/2013,55,29.89,10,4,0.52,1,0.5,0.44,Sunny,Sunny,0.738636364
23747,8/5/2013,48,30.03,10,3,0.6,1,0.375,0.346666667,Sunny,Sunny,0.681818182
23752,8/10/2013,61,29.97,10,5,0.565714286,1,0.625,0.52,Sunny,Sunny,0.818181818
23753,8/11/2013,60,30.09,10,4,0.634285714,1,0.5,0.506666667,Sunny,Sunny,0.761363636
23756,8/14/2013,64,29.88,10,3,0.514285714,1,0.375,0.56,Sunny,Sunny,0.704545455
23758,8/16/2013,55,30.17,10,5,0.68,1,0.625,0.44,Sunny,Sunny,0.761363636
23759,8/17/2013,59,30.26,10,5,0.731428571,1,0.625,0.493333333,Sunny,Sunny,0.784090909
23762,8/20/2013,68,30.1,9,2,0.64,0.888888889,0.25,0.613333333,Sunny,Sunny,0.875
23763,8/21/2013,65,30.14,10,3,0.662857143,1,0.375,0.573333333,Sunny,Sunny,0.897727273
23765,8/23/2013,63,29.98,10,5,0.571428571,1,0.625,0.546666667,Sunny,Sunny,0.795454545
23766,8/24/2013,59,30.27,10,2,0.737142857,1,0.25,0.493333333,Sunny,Sunny,0.75
23772,8/30/2013,73,29.97,10,7,0.565714286,1,0.875,0.68,Sunny,Sunny,0.886363636
23773,8/31/2013,80,29.86,10,6,0.502857143,1,0.75,0.773333333,Sunny,Sunny,0.931818182
23777,9/4/2013,50,29.96,10,2,0.56,1,0.25,0.373333333,Sunny,Sunny,0.761363636
23778,9/5/2013,49,30.01,10,3,0.588571429,1,0.375,0.36,Sunny,Sunny,0.704545455
23782,9/9/2013,52,30.2,10,4,0.697142857,1,0.5,0.4,Sunny,Sunny,0.681818182
23783,9/10/2013,79,30.14,10,7,0.662857143,1,0.875,0.76,Sunny,Sunny,0.897727273
23784,9/11/2013,75,30.08,8,4,0.628571429,0.777777778,0.5,0.706666667,Sunny,Sunny,0.943181818
23788,9/15/2013,57,30.16,10,5,0.674285714,1,0.625,0.466666667,Sunny,Sunny,0.670454545
23790,9/17/2013,46,30.37,10,1,0.794285714,1,0.125,0.32,Sunny,Sunny,0.545454545
23791,9/18/2013,55,30.29,10,1,0.748571429,1,0.125,0.44,Sunny,Sunny,0.647727273
23792,9/19/2013,61,30.15,10,0,0.668571429,1,0,0.52,Sunny,Sunny,0.727272727
23793,9/20/2013,70,30.07,10,1,0.622857143,1,0.125,0.64,Sunny,Sunny,0.784090909
23796,9/23/2013,53,29.99,10,1,0.577142857,1,0.125,0.413333333,Sunny,Sunny,0.590909091
23797,9/24/2013,49,29.98,10,1,0.571428571,1,0.125,0.36,Sunny,Sunny,0.602272727
23798,9/25/2013,59,29.94,10,3,0.548571429,1,0.375,0.493333333,Sunny,Sunny,0.659090909
23799,9/26/2013,78,30.03,10,5,0.6,1,0.625,0.746666667,Sunny,Sunny,0.761363636
23800,9/27/2013,73,30.21,10,6,0.702857143,1,0.75,0.68,Sunny,Sunny,0.715909091
23802,9/29/2013,72,30.17,10,3,0.68,1,0.375,0.666666667,Sunny,Sunny,0.738636364
23803,9/30/2013,69,30.05,10,3,0.611428571,1,0.375,0.626666667,Sunny,Sunny,0.738636364
23804,10/1/2013,57,29.97,10,2,0.565714286,1,0.25,0.466666667,Sunny,Sunny,0.75
23805,10/2/2013,62,29.97,10,0,0.565714286,1,0,0.533333333,Sunny,Sunny,0.795454545
23807,10/4/2013,73,30.04,9,5,0.605714286,0.888888889,0.625,0.68,Sunny,Sunny,0.840909091
23811,10/8/2013,52,30.21,10,6,0.702857143,1,0.75,0.4,Sunny,Sunny,0.613636364
23812,10/9/2013,60,30.35,10,7,0.782857143,1,0.875,0.506666667,Sunny,Sunny,0.647727273
23816,10/13/2013,65,30.35,10,4,0.782857143,1,0.5,0.573333333,Sunny,Sunny,0.693181818
23818,10/15/2013,63,30.21,10,2,0.702857143,1,0.25,0.546666667,Sunny,Sunny,0.681818182
23819,10/16/2013,85,30.03,10,8,0.6,1,1,0.84,Sunny,Sunny,0.772727273
23823,10/20/2013,50,29.94,10,2,0.548571429,1,0.25,0.373333333,Sunny,Sunny,0.556818182
23824,10/21/2013,49,30.1,10,1,0.64,1,0.125,0.36,Sunny,Sunny,0.590909091
23827,10/24/2013,48,29.91,10,2,0.531428571,1,0.25,0.346666667,Sunny,Sunny,0.454545455
23828,10/25/2013,56,30.13,10,2,0.657142857,1,0.25,0.453333333,Sunny,Sunny,0.454545455
23831,10/28/2013,54,30.22,10,3,0.708571429,1,0.375,0.426666667,Sunny,Sunny,0.488636364
23832,10/29/2013,48,30.38,10,4,0.8,1,0.5,0.346666667,Sunny,Sunny,0.5
23833,10/30/2013,72,30.27,10,7,0.737142857,1,0.875,0.666666667,Sunny,Sunny,0.625
23836,11/2/2013,66,29.69,10,5,0.405714286,1,0.625,0.586666667,Sunny,Sunny,0.659090909
23837,11/3/2013,58,30.11,10,4,0.645714286,1,0.5,0.48,Sunny,Sunny,0.488636364
23839,11/5/2013,64,30.61,10,6,0.931428571,1,0.75,0.56,Sunny,Sunny,0.534090909
23840,11/6/2013,73,30.31,10,6,0.76,1,0.75,0.68,Sunny,Sunny,0.670454545
23842,11/8/2013,48,30.07,10,4,0.622857143,1,0.5,0.346666667,Sunny,Sunny,0.420454545
23843,11/9/2013,47,30.21,10,5,0.702857143,1,0.625,0.333333333,Sunny,Sunny,0.443181818
23845,11/11/2013,43,30.11,10,6,0.645714286,1,0.75,0.28,Sunny,Sunny,0.443181818
23847,11/13/2013,39,30.33,10,1,0.771428571,1,0.125,0.226666667,Sunny,Sunny,0.284090909
23848,11/14/2013,41,30.23,10,3,0.714285714,1,0.375,0.253333333,Sunny,Sunny,0.375
23849,11/15/2013,66,30.23,10,5,0.714285714,1,0.625,0.586666667,Sunny,Sunny,0.534090909
23853,11/19/2013,43,30.07,10,2,0.622857143,1,0.25,0.28,Sunny,Sunny,0.397727273
23854,11/20/2013,40,30.53,10,4,0.885714286,1,0.5,0.24,Sunny,Sunny,0.306818182
23855,11/21/2013,58,30.54,10,6,0.891428571,1,0.75,0.48,Sunny,Sunny,0.5
23858,11/24/2013,30,30.2,10,3,0.697142857,1,0.375,0.106666667,Sunny,Sunny,0.147727273
23859,11/25/2013,43,30.43,10,4,0.828571429,1,0.5,0.28,Sunny,Sunny,0.25
23862,11/28/2013,43,30.22,10,3,0.708571429,1,0.375,0.28,Sunny,Sunny,0.261363636
23863,11/29/2013,45,30.6,10,4,0.925714286,1,0.5,0.306666667,Sunny,Sunny,0.306818182
23865,12/1/2013,66,30.17,10,7,0.68,1,0.875,0.586666667,Sunny,Sunny,0.5
23866,12/2/2013,69,29.96,10,6,0.56,1,0.75,0.626666667,Sunny,Sunny,0.534090909
23867,12/3/2013,71,29.94,8,4,0.548571429,0.777777778,0.5,0.653333333,Sunny,Sunny,0.534090909
23868,12/4/2013,73,30.11,8,6,0.645714286,0.777777778,0.75,0.68,Sunny,Sunny,0.556818182
23875,12/11/2013,54,30.27,10,2,0.737142857,1,0.25,0.426666667,Sunny,Sunny,0.318181818
23876,12/12/2013,46,30.28,10,2,0.742857143,1,0.25,0.32,Sunny,Sunny,0.227272727
23877,12/13/2013,47,30.22,10,5,0.708571429,1,0.625,0.333333333,Sunny,Sunny,0.272727273
23880,12/16/2013,47,30.08,10,3,0.628571429,1,0.375,0.333333333,Sunny,Sunny,0.25
23883,12/19/2013,59,30.14,10,5,0.662857143,1,0.625,0.493333333,Sunny,Sunny,0.420454545
23884,12/20/2013,69,30.06,10,7,0.617142857,1,0.875,0.626666667,Sunny,Sunny,0.522727273
23888,12/24/2013,55,30.18,10,6,0.685714286,1,0.75,0.44,Sunny,Sunny,0.375
23889,12/25/2013,46,30.49,10,4,0.862857143,1,0.5,0.32,Sunny,Sunny,0.215909091
23890,12/26/2013,61,30.29,10,4,0.748571429,1,0.5,0.52,Sunny,Sunny,0.386363636
23892,12/28/2013,57,30.19,10,3,0.691428571,1,0.375,0.466666667,Sunny,Sunny,0.454545455
23900,1/4/2014,52,30.45,10,3,0.84,1,0.375,0.4,Sunny,Sunny,0.193181818
23903,1/7/2014,39,30.17,10,1,0.68,1,0.125,0.226666667,Sunny,Sunny,0
23905,1/9/2014,48,30.61,10,4,0.931428571,1,0.5,0.346666667,Sunny,Sunny,0.227272727
23908,1/12/2014,70,29.78,10,5,0.457142857,1,0.625,0.64,Sunny,Sunny,0.477272727
23909,1/13/2014,77,30.07,10,4,0.622857143,1,0.5,0.733333333,Sunny,Sunny,0.534090909
23913,1/17/2014,71,29.96,10,4,0.56,1,0.5,0.653333333,Sunny,Sunny,0.477272727
23915,1/19/2014,56,29.77,10,5,0.451428571,1,0.625,0.453333333,Sunny,Sunny,0.340909091
23919,1/23/2014,53,30.16,10,4,0.674285714,1,0.5,0.413333333,Sunny,Sunny,0.125
23920,1/24/2014,47,30.3,10,3,0.754285714,1,0.375,0.333333333,Sunny,Sunny,0.113636364
23923,1/27/2014,54,29.8,10,7,0.468571429,1,0.875,0.426666667,Sunny,Sunny,0.352272727
23926,1/30/2014,56,30.38,10,1,0.8,1,0.125,0.453333333,Sunny,Sunny,0.204545455
23928,2/1/2014,63,30.24,10,6,0.72,1,0.75,0.546666667,Sunny,Sunny,0.409090909
23931,2/4/2014,70,30.4,10,5,0.811428571,1,0.625,0.64,Sunny,Sunny,0.363636364
23933,2/6/2014,66,30.22,10,7,0.708571429,1,0.875,0.586666667,Sunny,Sunny,0.329545455
23934,2/7/2014,57,30.29,10,4,0.748571429,1,0.5,0.466666667,Sunny,Sunny,0.295454545
23935,2/8/2014,41,30.28,10,6,0.742857143,1,0.75,0.253333333,Sunny,Sunny,0.204545455
23937,2/10/2014,60,30.15,10,3,0.668571429,1,0.375,0.506666667,Sunny,Sunny,0.25
23938,2/11/2014,46,30.38,10,2,0.8,1,0.25,0.32,Sunny,Sunny,0.181818182
23939,2/12/2014,52,30.49,10,6,0.862857143,1,0.75,0.4,Sunny,Sunny,0.204545455
23943,2/16/2014,50,29.94,10,5,0.548571429,1,0.625,0.373333333,Sunny,Sunny,0.25
23944,2/17/2014,42,30.32,10,3,0.765714286,1,0.375,0.266666667,Sunny,Sunny,0.170454545
23949,2/22/2014,66,30.02,10,2,0.594285714,1,0.25,0.586666667,Sunny,Sunny,0.477272727
23950,2/23/2014,62,29.96,10,6,0.56,1,0.75,0.533333333,Sunny,Sunny,0.477272727
23952,2/25/2014,40,30.03,10,5,0.6,1,0.625,0.24,Sunny,Sunny,0.227272727
23955,2/28/2014,29,30.35,10,1,0.782857143,1,0.125,0.093333333,Sunny,Sunny,0.045454545
23956,3/1/2014,57,30.33,10,5,0.771428571,1,0.625,0.466666667,Sunny,Sunny,0.306818182
23959,3/4/2014,46,30.35,10,6,0.782857143,1,0.75,0.32,Sunny,Sunny,0.181818182
23960,3/5/2014,43,30.29,10,5,0.748571429,1,0.625,0.28,Sunny,Sunny,0.25
23961,3/6/2014,44,30.56,10,4,0.902857143,1,0.5,0.293333333,Sunny,Sunny,0.204545455
23963,3/8/2014,55,29.86,10,4,0.502857143,1,0.5,0.44,Sunny,Sunny,0.454545455
23966,3/11/2014,57,29.64,10,7,0.377142857,1,0.875,0.466666667,Sunny,Sunny,0.522727273
23969,3/14/2014,52,30.13,10,5,0.657142857,1,0.625,0.4,Sunny,Sunny,0.295454545
23971,3/16/2014,32,30.15,10,5,0.668571429,1,0.625,0.133333333,Sunny,Sunny,0.215909091
23973,3/18/2014,48,30.26,10,2,0.731428571,1,0.25,0.346666667,Sunny,Sunny,0.295454545
23976,3/21/2014,35,29.99,10,2,0.577142857,1,0.25,0.173333333,Sunny,Sunny,0.340909091
23978,3/23/2014,36,30.04,10,6,0.605714286,1,0.75,0.186666667,Sunny,Sunny,0.306818182
23979,3/24/2014,33,30.19,10,3,0.691428571,1,0.375,0.146666667,Sunny,Sunny,0.159090909
23987,4/1/2014,56,30.09,10,2,0.634285714,1,0.25,0.453333333,Sunny,Sunny,0.465909091
23992,4/6/2014,50,30.18,10,1,0.685714286,1,0.125,0.373333333,Sunny,Sunny,0.409090909
23998,4/12/2014,56,30.17,10,4,0.68,1,0.5,0.453333333,Sunny,Sunny,0.625
23999,4/13/2014,75,30.12,10,5,0.651428571,1,0.625,0.706666667,Sunny,Sunny,0.681818182
24003,4/17/2014,55,30.67,10,3,0.965714286,1,0.375,0.44,Sunny,Sunny,0.420454545
24004,4/18/2014,64,30.47,10,7,0.851428571,1,0.875,0.56,Sunny,Sunny,0.465909091
24005,4/19/2014,51,30.27,10,6,0.737142857,1,0.75,0.386666667,Sunny,Sunny,0.477272727
24006,4/20/2014,44,30.44,10,5,0.834285714,1,0.625,0.293333333,Sunny,Sunny,0.431818182
24007,4/21/2014,58,30.12,10,3,0.651428571,1,0.375,0.48,Sunny,Sunny,0.511363636
24009,4/23/2014,59,29.62,10,5,0.365714286,1,0.625,0.493333333,Sunny,Sunny,0.534090909
24010,4/24/2014,32,29.9,10,1,0.525714286,1,0.125,0.133333333,Sunny,Sunny,0.295454545
24013,4/27/2014,60,29.99,10,4,0.577142857,1,0.5,0.506666667,Sunny,Sunny,0.522727273
24014,4/28/2014,48,30.09,10,5,0.634285714,1,0.625,0.346666667,Sunny,Sunny,0.534090909
24020,5/4/2014,53,29.74,10,5,0.434285714,1,0.625,0.413333333,Sunny,Sunny,0.556818182
24021,5/5/2014,35,29.85,10,3,0.497142857,1,0.375,0.173333333,Sunny,Sunny,0.465909091
24022,5/6/2014,37,29.95,10,4,0.554285714,1,0.5,0.2,Sunny,Sunny,0.488636364
24028,5/12/2014,65,30.09,10,5,0.634285714,1,0.625,0.573333333,Sunny,Sunny,0.75
24029,5/13/2014,63,30.19,10,6,0.691428571,1,0.75,0.546666667,Sunny,Sunny,0.670454545
24030,5/14/2014,79,30.29,9,7,0.748571429,0.888888889,0.875,0.76,Sunny,Sunny,0.715909091
24034,5/18/2014,47,30.15,10,3,0.668571429,1,0.375,0.333333333,Sunny,Sunny,0.545454545
24035,5/19/2014,38,30.14,10,2,0.662857143,1,0.25,0.213333333,Sunny,Sunny,0.511363636
24036,5/20/2014,39,30.06,10,3,0.617142857,1,0.375,0.226666667,Sunny,Sunny,0.590909091
24037,5/21/2014,60,29.96,10,7,0.56,1,0.875,0.506666667,Sunny,Sunny,0.693181818
24041,5/25/2014,63,30.07,10,3,0.622857143,1,0.375,0.546666667,Sunny,Sunny,0.75
24042,5/26/2014,57,29.99,10,6,0.577142857,1,0.75,0.466666667,Sunny,Sunny,0.75
24043,5/27/2014,61,29.85,10,7,0.497142857,1,0.875,0.52,Sunny,Sunny,0.806818182
24044,5/28/2014,75,29.98,10,8,0.571428571,1,1,0.706666667,Sunny,Sunny,0.715909091
24047,5/31/2014,60,30.17,10,3,0.68,1,0.375,0.506666667,Sunny,Sunny,0.681818182
24048,6/1/2014,49,30.32,10,3,0.765714286,1,0.375,0.36,Sunny,Sunny,0.625
24049,6/2/2014,60,30.17,10,1,0.68,1,0.125,0.506666667,Sunny,Sunny,0.704545455
24051,6/4/2014,69,29.81,10,7,0.474285714,1,0.875,0.626666667,Sunny,Sunny,0.829545455
24053,6/6/2014,46,29.87,10,5,0.508571429,1,0.625,0.32,Sunny,Sunny,0.681818182
24054,6/7/2014,52,29.97,10,2,0.565714286,1,0.25,0.4,Sunny,Sunny,0.738636364
24061,6/14/2014,69,29.89,9,6,0.52,0.888888889,0.75,0.626666667,Sunny,Sunny,0.772727273
24062,6/15/2014,53,30.07,10,4,0.622857143,1,0.5,0.413333333,Sunny,Sunny,0.715909091
24063,6/16/2014,57,30.12,10,5,0.651428571,1,0.625,0.466666667,Sunny,Sunny,0.761363636
24064,6/17/2014,75,30.01,10,6,0.588571429,1,0.75,0.706666667,Sunny,Sunny,0.897727273
24065,6/18/2014,57,29.89,10,4,0.52,1,0.5,0.466666667,Sunny,Sunny,0.840909091
24067,6/20/2014,56,29.96,10,5,0.56,1,0.625,0.453333333,Sunny,Sunny,0.659090909
24069,6/22/2014,64,29.98,10,3,0.571428571,1,0.375,0.56,Sunny,Sunny,0.761363636
24070,6/23/2014,63,30.12,10,4,0.651428571,1,0.5,0.546666667,Sunny,Sunny,0.806818182
24072,6/25/2014,80,29.95,8,7,0.554285714,0.777777778,0.875,0.773333333,Sunny,Sunny,0.920454545
24074,6/27/2014,65,30.11,10,5,0.645714286,1,0.625,0.573333333,Sunny,Sunny,0.818181818
24075,6/28/2014,55,30.26,10,4,0.731428571,1,0.5,0.44,Sunny,Sunny,0.784090909
24076,6/29/2014,65,30.22,10,6,0.708571429,1,0.75,0.573333333,Sunny,Sunny,0.806818182
24077,6/30/2014,78,30.06,10,5,0.617142857,1,0.625,0.746666667,Sunny,Sunny,0.886363636
24078,7/1/2014,78,29.91,10,5,0.531428571,1,0.625,0.746666667,Sunny,Sunny,0.909090909
24082,7/5/2014,42,30.1,10,1,0.64,1,0.125,0.266666667,Sunny,Sunny,0.681818182
24083,7/6/2014,58,30.04,10,3,0.605714286,1,0.375,0.48,Sunny,Sunny,0.806818182
24084,7/7/2014,69,29.85,10,4,0.497142857,1,0.5,0.626666667,Sunny,Sunny,0.875
24085,7/8/2014,69,29.79,10,6,0.462857143,1,0.75,0.626666667,Sunny,Sunny,0.897727273
24086,7/9/2014,70,29.88,10,5,0.514285714,1,0.625,0.64,Sunny,Sunny,0.886363636
24088,7/11/2014,60,30.19,10,4,0.691428571,1,0.5,0.506666667,Sunny,Sunny,0.829545455
24094,7/17/2014,54,29.98,10,5,0.571428571,1,0.625,0.426666667,Sunny,Sunny,0.772727273
24095,7/18/2014,52,30.2,10,4,0.697142857,1,0.5,0.4,Sunny,Sunny,0.727272727
24098,7/21/2014,62,30.18,10,3,0.685714286,1,0.375,0.533333333,Sunny,Sunny,0.840909091
24108,7/31/2014,65,30.11,10,4,0.645714286,1,0.5,0.573333333,Sunny,Sunny,0.829545455
24112,8/4/2014,75,30.06,10,6,0.617142857,1,0.75,0.706666667,Sunny,Sunny,0.897727273
24113,8/5/2014,71,29.99,10,3,0.577142857,1,0.375,0.653333333,Sunny,Sunny,0.897727273
24115,8/7/2014,45,29.94,10,2,0.548571429,1,0.25,0.306666667,Sunny,Sunny,0.715909091
24116,8/8/2014,50,30.06,10,4,0.617142857,1,0.5,0.373333333,Sunny,Sunny,0.738636364
24117,8/9/2014,51,30.1,10,2,0.64,1,0.25,0.386666667,Sunny,Sunny,0.784090909
24118,8/10/2014,55,30.12,10,3,0.651428571,1,0.375,0.44,Sunny,Sunny,0.806818182
24119,8/11/2014,62,30.14,10,4,0.662857143,1,0.5,0.533333333,Sunny,Sunny,0.852272727
24122,8/14/2014,51,29.85,10,3,0.497142857,1,0.375,0.386666667,Sunny,Sunny,0.727272727
24125,8/17/2014,57,29.87,10,5,0.508571429,1,0.625,0.466666667,Sunny,Sunny,0.784090909
24126,8/18/2014,59,29.88,10,3,0.514285714,1,0.375,0.493333333,Sunny,Sunny,0.761363636
24127,8/19/2014,74,29.91,10,4,0.531428571,1,0.5,0.693333333,Sunny,Sunny,0.840909091
24128,8/20/2014,71,30,10,4,0.582857143,1,0.5,0.653333333,Sunny,Sunny,0.829545455
24131,8/23/2014,71,30.09,10,7,0.634285714,1,0.875,0.653333333,Sunny,Sunny,0.818181818
24132,8/24/2014,68,30.14,10,3,0.662857143,1,0.375,0.613333333,Sunny,Sunny,0.806818182
24133,8/25/2014,61,30.15,10,1,0.668571429,1,0.125,0.52,Sunny,Sunny,0.806818182
24134,8/26/2014,71,30.14,10,3,0.662857143,1,0.375,0.653333333,Sunny,Sunny,0.886363636
24136,8/28/2014,57,29.91,10,3,0.531428571,1,0.375,0.466666667,Sunny,Sunny,0.772727273
24137,8/29/2014,50,30.17,10,4,0.68,1,0.5,0.373333333,Sunny,Sunny,0.715909091
24138,8/30/2014,67,30.24,10,6,0.72,1,0.75,0.6,Sunny,Sunny,0.818181818
24141,9/2/2014,72,29.88,10,4,0.514285714,1,0.5,0.666666667,Sunny,Sunny,0.954545455
24142,9/3/2014,53,29.99,10,5,0.577142857,1,0.625,0.413333333,Sunny,Sunny,0.818181818
24144,9/5/2014,80,30.13,10,4,0.657142857,1,0.5,0.773333333,Sunny,Sunny,0.943181818
24146,9/7/2014,57,30.07,10,6,0.622857143,1,0.75,0.466666667,Sunny,Sunny,0.784090909
24147,9/8/2014,61,30.28,10,6,0.742857143,1,0.75,0.52,Sunny,Sunny,0.772727273
24148,9/9/2014,66,30.22,10,7,0.708571429,1,0.875,0.586666667,Sunny,Sunny,0.784090909
24149,9/10/2014,66,30.1,10,5,0.64,1,0.625,0.586666667,Sunny,Sunny,0.806818182
24150,9/11/2014,73,29.92,10,6,0.537142857,1,0.75,0.68,Sunny,Sunny,0.886363636
24151,9/12/2014,52,30.09,10,5,0.634285714,1,0.625,0.4,Sunny,Sunny,0.715909091
